factor,mean_ic,ic_std,icir,positive_pct,abs_ic,fold
volatility_60,0.0632317727685575,0.3540056289974538,0.17861798680328977,58.991825613079016,0.0632317727685575,2
price_ma200_ratio,0.05786475105276194,0.3497157597679751,0.16546223450482558,56.539509536784735,0.05786475105276194,2
macd_hist,-0.0566592354058294,0.33908127979398434,-0.16709632404435262,41.96185286103542,0.0566592354058294,2
beta_60,0.0494756832631492,0.366871547295082,0.13485832746619333,58.31062670299727,0.0494756832631492,2
macd,-0.03860952852778465,0.3196059586494531,-0.12080353160790708,44.141689373297005,0.03860952852778465,2
return_60d,0.0314590042110478,0.33789862246259506,0.09310190133885578,51.63487738419619,0.0314590042110478,2
volatility_10,0.029510362480389726,0.3257951560498568,0.0905795004388393,53.40599455040872,0.029510362480389726,2
macd_signal,-0.02700024770869457,0.3204087102913356,-0.08426814515792738,45.91280653950954,0.02700024770869457,2
price_ma50_ratio,0.017983651226158033,0.3406606893978227,0.05279050910730933,52.043596730245234,0.017983651226158033,2
return_5d,-0.01644785731979192,0.35037427554448747,-0.046943678425682575,48.63760217983651,0.01644785731979192,2
momentum_5,-0.01644785731979192,0.35037427554448747,-0.046943678425682575,48.63760217983651,0.01644785731979192,2
volatility_20,0.010403765172157547,0.33457921004354113,0.031095073632350416,51.36239782016349,0.010403765172157547,2
volume_ratio_20,-0.010123028651639008,0.3593054628971437,-0.02817387904435193,49.182561307901906,0.010123028651639008,2
momentum_20,0.009495499958715212,0.35238823410867315,0.026946132247386248,50.13623978201635,0.009495499958715212,2
return_20d,0.009495499958715212,0.35238823410867315,0.026946132247386248,50.13623978201635,0.009495499958715212,2
relative_strength_20d,0.009495499958715212,0.35238823410867315,0.026946132247386248,50.13623978201635,0.009495499958715212,2
momentum_10,-0.00738171909834036,0.34880995230848927,-0.02116258165653465,46.18528610354223,0.00738171909834036,2
return_10d,-0.00738171909834036,0.34880995230848927,-0.02116258165653465,46.18528610354223,0.00738171909834036,2
volume_change,0.003434893898109156,0.34456836311074013,0.00996868623427631,52.45231607629428,0.003434893898109156,2
relative_strength_1d,0.002906448683015441,0.3504919091972046,0.008292484381943679,50.2724795640327,0.002906448683015441,2
return_1d,0.002906448683015441,0.3504919091972046,0.008292484381943679,50.2724795640327,0.002906448683015441,2
price_ma20_ratio,0.0022789199900916483,0.35230133699086763,0.0064686668792026825,47.68392370572207,0.0022789199900916483,2
rsi_14,0.001965155643629757,0.3425484318775219,0.005736869478160093,49.863760217983646,0.001965155643629757,2
beta_60,0.05888861365700602,0.37215934479349067,0.1582349455437778,58.855585831062676,0.05888861365700602,3
price_ma200_ratio,0.0497894476096111,0.35467028547145824,0.14038234847733772,55.313351498637594,0.0497894476096111,3
return_60d,0.04689951283956733,0.3301466197092046,0.14205661981599793,53.269754768392374,0.04689951283956733,3
volatility_60,0.04217653372966724,0.3490958394022129,0.12081648925375271,56.403269754768395,0.04217653372966724,3
macd,-0.040095780695235735,0.3170898311130947,-0.12644927954480822,43.46049046321526,0.040095780695235735,3
macd_hist,-0.03832879200726612,0.3293750471336337,-0.11636823232609786,42.915531335149865,0.03832879200726612,3
macd_signal,-0.03246635290232021,0.3178278382382153,-0.10215075269141885,44.550408719346045,0.03246635290232021,3
price_ma50_ratio,0.031492032036991156,0.3180552104112456,0.0990143566466713,52.31607629427793,0.031492032036991156,3
return_20d,0.023086450334406747,0.33045061519257124,0.06986354170033256,52.45231607629428,0.023086450334406747,3
momentum_20,0.023086450334406747,0.33045061519257124,0.06986354170033256,52.45231607629428,0.023086450334406747,3
relative_strength_20d,0.023086450334406747,0.33045061519257124,0.06986354170033256,52.45231607629428,0.023086450334406747,3
volume_ratio_20,-0.015374452976632813,0.36202950242913323,-0.04246740354991467,48.228882833787466,0.015374452976632813,3
momentum_5,-0.01506068863017092,0.33772269546431766,-0.04459483722130297,48.36512261580381,0.01506068863017092,3
return_5d,-0.01506068863017092,0.33772269546431766,-0.04459483722130297,48.36512261580381,0.01506068863017092,3
volatility_10,0.009462472132771856,0.3158148776734895,0.029962084758257627,51.90735694822888,0.009462472132771856,3
rsi_14,0.008818429526876394,0.31887722407280045,0.027654623350782573,50.0,0.008818429526876394,3
volatility_20,-0.007183552142680199,0.32120726953076123,-0.022364226541866133,49.72752043596731,0.007183552142680199,3
price_ma20_ratio,0.004722979109900094,0.3320714123645964,0.014222781407977747,47.956403269754766,0.004722979109900094,3
return_1d,-0.002229378251176618,0.3549667726231542,-0.006280526581972245,49.59128065395095,0.002229378251176618,3
relative_strength_1d,-0.002229378251176618,0.3549667726231542,-0.006280526581972245,49.59128065395095,0.002229378251176618,3
return_10d,-0.001354140863677651,0.34070438505696904,-0.003974533123344525,46.45776566757493,0.001354140863677651,3
momentum_10,-0.001354140863677651,0.34070438505696904,-0.003974533123344525,46.45776566757493,0.001354140863677651,3
volume_change,-0.00011559739080175212,0.34622254443029526,-0.00033388175513517223,52.31607629427793,0.00011559739080175212,3
beta_60,0.07402538343875316,0.3607938921758959,0.2051736047756151,59.89085948158254,0.07402538343875316,4
price_ma200_ratio,0.04806316920914463,0.3562100782025662,0.13492927951862305,55.25238744884038,0.04806316920914463,4
return_60d,0.042523461077349195,0.33342994908252144,0.12753341802186147,53.206002728512956,0.042523461077349195,4
momentum_20,0.030699904915457436,0.34438795384911464,0.08914337616148986,53.47885402455662,0.030699904915457436,4
relative_strength_20d,0.030699904915457436,0.34438795384911464,0.08914337616148986,53.47885402455662,0.030699904915457436,4
